post_id,title,body,author,created_at,url,source
7482293,Let us give feedback on new features,"<P>Team Spotify,</P><P>&nbsp;</P><P>When you add a new feature to the app, let us give feedback. It could be something simple as a pop-up window with the text ""Do you like this new feature?"" with stars like when you review an app on the Play Store or a thumbs up/down system.&nbsp;</P><P>&nbsp;</P><P>Another option would be a weekly survey with some questions.&nbsp;</P><P>&nbsp;</P><P>Let's make Spotify a better place together.&nbsp;</P><P>&nbsp;</P>",Good-Idea-Lover,2026-06-24T16:04:52.823+02:00,https://community.spotify.com/t5/Live-Ideas/Let-us-give-feedback-on-new-features/idi-p/7482293,forum
7480612,Re: Playlist Exchange,"<P>Top Love and Sad tracks in Afrobeat in one playlist&nbsp; Click it out. Updated weekly.&nbsp;</P><P>&nbsp;</P><P><A href=""https://open.spotify.com/playlist/6qO3PETNiR6PmIBQ5K6XmL?si=AvrVRFXNRwKjUQCA3pygiw&amp;pi=6exIKXOPTvq4-"" target=""_blank"" rel=""nofollow noopener noreferrer"">https://open.spotify.com/playlist/6qO3PETNiR6PmIBQ5K6XmL?si=AvrVRFXNRwKjUQCA3pygiw&amp;pi=6exIKXOPTvq4-</A></P><P>&nbsp;</P><P>&nbsp;</P>",TonyE2,2026-06-22T22:16:03.577+02:00,https://community.spotify.com/t5/Music-Exchange/Playlist-Exchange/m-p/7480612#M111105,forum
7480323,Re: Mark / Disable AI Generated Songs,"<P>More AI slop in my Discovery Weekly this morning (again)&nbsp;<span class=""lia-unicode-emoji"" title="":face_with_rolling_eyes:"">🙄</span></P><P>&nbsp;</P><P>Given the current capabilities, I think the easiest thing would be to add a toggle option like ""Play verified artists only"".&nbsp; There's options already with ""Allow explicit content"" and ""Show unplayable songs"" so it's quite possible to filter out certain tracks.</P><P>&nbsp;</P><P>Pretty much all of the AI slop I've encountered are not verified artists (for good reason).&nbsp; If we could have an option to filter out artists that aren't verified, I suspect this would filter 99% of the AI slop without the need for new tools.</P><P>&nbsp;</P><P>Please Spotify, I'm begging you.&nbsp; DO SOMETHING!!!</P>",francisw19,2026-06-22T16:07:34.384+02:00,https://community.spotify.com/t5/Live-Ideas/Mark-Disable-AI-Generated-Songs/idc-p/7480323#M354513,forum
7480298,Re: Mark / Disable AI Generated Songs,<P>I'm really struggling to justify the payment for Spotify when I keep getting AI junk brought to me. I used to love my discover weekly and other recommended playlists. Its one of the reasons I kept up my subscription. I feel fine with using AI to predict my taste as an algorithm but please please stop sending me AI produced music or give me the option to filter it automatically.&nbsp;</P>,laurelin7589,2026-06-22T15:39:45.818+02:00,https://community.spotify.com/t5/Live-Ideas/Mark-Disable-AI-Generated-Songs/idc-p/7480298#M354511,forum
7480247,Include audio books / podcasts in weekly listening stats,<P>Include a toggle where you can choose to include your total listening time (including audio books and podcasts) to your weekly listening stats</P>,Waffleman11,2026-06-22T14:24:46.317+02:00,https://community.spotify.com/t5/Live-Ideas/Include-audio-books-podcasts-in-weekly-listening-stats/idi-p/7480247,forum
7480019,Re: Mark / Disable AI Generated Songs,"<P>This week I got 3 obvious AI trash songs in my Discover Weekly again. It's been a recurring problem for so long now, and still no option in settings to auto-hide all AI **bleep**? Do better, Spotify. You are encouraging plagiarism and promoting low-quality trash that isn't real music. Real music by real artists is the only thing I want to hear on Spotify.</P>",TommyNator,2026-06-22T08:12:45.725+02:00,https://community.spotify.com/t5/Live-Ideas/Mark-Disable-AI-Generated-Songs/idc-p/7480019#M354494,forum
7479957,An option to sort the library (saved albums) by total length,"<P>I usually discover new music by listening to the saved albums library, but I don't always have time to listen to a full album. I need a feature that can sort the albums by duration so I can choose the album length that will fit into my schedule.<BR />Thank you,</P>",Tamir_sigal,2026-06-22T06:23:29.260+02:00,https://community.spotify.com/t5/Live-Ideas/An-option-to-sort-the-library-saved-albums-by-total-length/idi-p/7479957,forum
7477689,AI Music Match: Find people with similar music taste,"<P class=""""><SPAN>I would love Spotify to add an opt-in feature that helps users discover other people with similar music taste.</SPAN></P><P class=""""><SPAN>Spotify already helps us discover music, but music is also one of the easiest ways people connect with each other. Many people bond over shared artists, playlists, moods, genres, concerts, and listening habits.</SPAN></P><P class=""""><SPAN>The feature could be called </SPAN><STRONG><SPAN>AI Music Match</SPAN></STRONG><SPAN>.</SPAN></P><P class=""""><SPAN>Users could choose to turn it on, and Spotify could create a simple music compatibility experience based on things like:</SPAN></P><UL><LI><SPAN>shared artists</SPAN></LI><LI><SPAN>shared songs</SPAN></LI><LI><SPAN>similar playlists</SPAN></LI><LI><SPAN>favorite genres</SPAN></LI><LI><SPAN>listening moods</SPAN></LI><LI><SPAN>concert or festival interests</SPAN></LI><LI><SPAN>recent music taste</SPAN></LI><LI><SPAN>long-term music taste</SPAN></LI></UL><P class=""""><SPAN>Instead of only showing “you both listen to the same artist,” Spotify could use AI to explain the match in a more human way.</SPAN></P><P class=""""><SPAN>For example:</SPAN></P><P class=""""><SPAN>“You both seem to enjoy emotional electronic music, late-night playlists, melodic tracks, and festival-style energy.”</SPAN></P><P class=""""><SPAN>The feature could also suggest conversation starters, such as:</SPAN></P><P class=""""><SPAN>“You both listen to darker electronic music. What is one track you would play at 3 AM?”</SPAN></P><P class=""""><SPAN>Possible uses:</SPAN></P><UL><LI><SPAN>finding friends with similar music taste</SPAN></LI><LI><SPAN>finding concert or festival buddies</SPAN></LI><LI><SPAN>meeting people who enjoy the same music scene</SPAN></LI><LI><SPAN>discovering people through shared playlists</SPAN></LI><LI><SPAN>creating shared playlists between matched users</SPAN></LI><LI><SPAN>making Spotify more social in an optional and privacy-friendly way</SPAN></LI></UL><P class=""""><SPAN>Privacy is very important. This feature should be fully opt-in. Users should decide if they want to be visible, what information is shown, and whether they are looking for friends, music discovery, concert buddies, or something else. Users should also be able to block, report, or disable the feature at any time.</SPAN></P><P><SPAN>Spotify is already a place where people express who they are through music. This feature would make it easier for people to connect with others through that shared music identity.</SPAN></P>",Arvis1,2026-06-19T22:50:36.304+02:00,https://community.spotify.com/t5/Live-Ideas/AI-Music-Match-Find-people-with-similar-music-taste/idi-p/7477689,forum
7476537,Public Curated Playlists with Song Submission Requests (Owner is Moderator),"<P class=""""><SPAN class="""">I’d love to see Spotify add a new type of playlist: <STRONG>a </STRONG></SPAN><STRONG><SPAN class="""">Public Curated Playlist</SPAN></STRONG><SPAN class="""">.</SPAN></P><P class=""""><SPAN class="""">The idea is simple:</SPAN></P><UL class=""""><LI><SPAN class="""">Anyone on Spotify can discover and follow the playlist.</SPAN></LI><LI><SPAN class="""">Anyone can submit a request to add a song to the playlist.</SPAN></LI><LI><SPAN class="""">The playlist owner (moderator) receive a queue of pending song requests.</SPAN></LI><LI><SPAN class="""">Moderators can Approve or Deny each request to maintain the curation/vibe/theme of playlist.</SPAN></LI><LI><SPAN class="""">Approved songs are automatically added to the playlist, while denied requests are removed.</SPAN></LI><LI><SPAN class="""">Playlist owners can assign moderator permissions to trusted users so multiple people can help review submissions.</SPAN></LI></UL><P class=""""><STRONG><SPAN class="""">Why this would be useful</SPAN></STRONG></P><P class=""""><SPAN class="""">Current collaborative playlists allow everyone to add songs directly, which can quickly become cluttered or off-topic. This feature would allow communities to contribute while keeping playlists curated and high quality.</SPAN></P><P class=""""><SPAN class="""">Some great use cases include:</SPAN></P><UL class=""""><LI><SPAN class="""">Genre-specific community playlists</SPAN></LI><LI><SPAN class="""">Festival or concert playlists</SPAN></LI><LI><SPAN class="""">Workout playlists</SPAN></LI><LI><SPAN class="""">Gaming playlists</SPAN></LI><LI><SPAN class="""">Mood or study playlists</SPAN></LI><LI><SPAN class="""">Local music scenes</SPAN></LI><LI><SPAN class="""">Playlists for discovering new artists</SPAN></LI></UL><P class=""""><SPAN class="""">It would create a fun way for listeners to contribute while giving playlist owners complete control over what gets added.</SPAN></P><P class=""""><SPAN class="""">Bonus ideas</SPAN></P><UL class=""""><LI><SPAN class="""">Show who submitted each song.</SPAN></LI><LI><SPAN class="""">Allow moderators to leave a short reason when declining a submission.</SPAN></LI><LI><SPAN class="""">Let users vote on pending submissions before moderators make a decision.</SPAN></LI><LI><SPAN class="""">Notify users when their submission is approved or denied.</SPAN></LI></UL><P class=""""><SPAN class="""">I think this would make playlist discovery much more interactive while still preserving the quality and identity of curated playlists.</SPAN></P><P class=""""><STRONG><SPAN class="""">Include Spam Protection Feature</SPAN></STRONG></P><P class=""""><SPAN class="""">For example, moderators could choose settings like:</SPAN></P><UL class=""""><LI><SPAN class="""">Limit users to 3–5 pending submissions at a time.</SPAN></LI><LI><SPAN class="""">Automatically filter duplicate song requests.</SPAN></LI><LI><SPAN class="""">Require users to follow the playlist before submitting.</SPAN></LI><LI><SPAN class="""">Optionally require accounts to be at least a certain age or have some listening history before they can submit.</SPAN></LI></UL>",MattVibeLab,2026-06-19T01:10:16.364+02:00,https://community.spotify.com/t5/Live-Ideas/Public-Curated-Playlists-with-Song-Submission-Requests-Owner-is/idi-p/7476537,forum
7475752,Won't play through discograpy,"<P><STRONG>Plan</STRONG></P><P>Premium</P><P><STRONG>Country</STRONG></P><P>Croatia</P><P><STRONG>Device</STRONG></P><P>IdeaCentre AIO 3 24ARE05, Ryzen 7&nbsp;4800U</P><P><STRONG>Operating System</STRONG></P><P>elementaryOS 8.1 (Ubuntu 24.04-based Linux distro)</P><P><STRONG>Spotify version</STRONG></P><P>Spotify za sustav Linux, 1.2.92.147.g5b8f9367, installed as a .deb file from the official repository</P><P>&nbsp;</P><P><STRONG>My Question or Issue</STRONG></P><P>I like to discover an artist by going to the discography (all) page and starting with the latest song. Spotify recently stopped playing after the last song in an album/EP/Single, and won't move on to the next.<BR />Imagine an artist who releases only singles, so if I'd like to listen to the last 10 songs they made, I have to manually click the next song each time the previous one stops, because Spotify can't keep playing if it has to cross to the next release.<BR />What's infuriating is that this has been working for years, so somebody decided it would be a great idea to stop it and provide users with an abysmal UX.<BR />On the web player, everything works as before.&nbsp;</P>",SinisaPerovic,2026-06-18T13:43:01.175+02:00,https://community.spotify.com/t5/Desktop-Linux/Won-t-play-through-discograpy/td-p/7475752,forum
7475214,The suffering of a single child can change the world: The Hind Rajab Project,"<P>A&nbsp; project (in honor of Hind Rajab) is working&nbsp;to develop awareness of the unimaginable horrors inflicted upon babies, children and other beings in the systematic strategy utilized to remove any trace of the physical and spiritual&nbsp; essence of the Palestinian people. In making her name recognized and familiar, we lead others to&nbsp; discover the reality in Palestine and humanize all victims. The project is self-perpetuating, organic and free. &nbsp;The project includes a cover letter describing the project;&nbsp; another attachment for historical context; and, a third attachment with how&nbsp;<U>you</U>&nbsp;can make the change happen.</P>
<P>&nbsp;<BR />Thank you,&nbsp;</P>
<P>&nbsp;</P>
<P>Full project will be sent upon request (with attachments)</P>
<P>&nbsp;</P>",JBriga,2026-06-18T04:00:45.065+02:00,https://community.spotify.com/t5/Live-Ideas/The-suffering-of-a-single-child-can-change-the-world-The-Hind/idi-p/7475214,forum
7474377,Re: Restore Web API write access for individual developers (Development mode) —   follow/playlist en,"<P>Hi <a href=""https://community.spotify.com/t5/user/viewprofilepage/user-id/27298152"">@dbesoain</a>&nbsp;</P>
<P>Thanks for posting in the Spotify Community!</P>
<P>Spotify made a lot of changes to its API.</P>
<P>I understand your struggle. According to <A title=""Migration Guide | Spotify for Developers"" href=""https://developer.spotify.com/documentation/web-api/tutorials/february-2026-migration-guide"" target=""_blank"" rel=""noopener nofollow noreferrer"">Migration Guide</A>, all save and follow actions use <EM><STRONG>PUT /me/library</STRONG></EM> now.</P>
<P>I hope this helps you in making your music discover tool. Let me know if you need anything else.</P>",Ximzend,2026-06-17T17:01:08.519+02:00,https://community.spotify.com/t5/Spotify-for-Developers/Restore-Web-API-write-access-for-individual-developers/m-p/7474377#M21546,forum
7473684,Re: Let's introduce ourselves!,"<P data-end=""230"" data-start=""184"">Hi <a href=""https://community.spotify.com/t5/user/viewprofilepage/user-id/27233472"">@SunnyIsNotOkay</a>, welcome to the Community <span class=""lia-unicode-emoji"" title="":grinning_face:"">😀</span></P>
<P data-end=""230"" data-start=""184"">&nbsp;</P>
<P data-end=""445"" data-start=""235"">I actually discover tracks like&nbsp;""垮"" fairly regularly through my playlist curation. 'ASA Wu' is a hidden gem. 'Garden' from her latest EP and 'Saturday Afternoon' would sit next to&nbsp;""垮"" like gold and platinum.&nbsp;</P>
<P data-end=""445"" data-start=""235"">&nbsp;</P>
<P data-end=""606"" data-start=""450"">Perfect timing too&nbsp; - Trooper Salute released a new album today called ""友達がいました"". Your favorite artist has a busy week ahead <span class=""lia-unicode-emoji"" title="":smiling_face_with_heart_eyes:"">😍</span></P>
<P data-end=""606"" data-start=""450"">&nbsp;</P>
<P data-end=""706"" data-start=""611"">Good luck with your courses! May the semester end better than you're predicting.&nbsp;</P>
<P data-end=""742"" data-start=""711"">Kia ora from New Zealand. Welcome <span class=""lia-unicode-emoji"" title="":grinning_face:"">😀</span></P>",tunedIN,2026-06-17T08:37:45.968+02:00,https://community.spotify.com/t5/Social-Random/Let-s-introduce-ourselves/m-p/7473684#M28051,forum
7472206,Re: Artists Wanted Edition 19: Share music - discover music - like music,"<P>&nbsp;</P><P><SPAN>Hi! I'm INVENJO from Sweden </SPAN><span class=""lia-unicode-emoji"" title="":sweden:"">🇸🇪</span></P><P><BR />I'm passionate about storytelling through music. My goal isn't just to make people dance... it's to create emotions, memories, and moments that stay with them.<BR />Inspired by artists like Kygo, Armin van Buuren, Martin Garrix, Gareth Emery and ofc Avicii (RIP), I blend melodic electronic music with influences from country and folk. The result is a crossover sound where organic storytelling meets modern dance energy.<BR />Everything is produced independently, and I'm always chasing that feeling of freedom, nostalgia, and connection that great music can create.</P><P>&nbsp;</P><P><A title=""Where Do You Go? - INVENJO"" href=""https://open.spotify.com/track/09f4QEKfpKsEjkfc8e6bKR?si=W97jRh9_T1yTfNnbzTmSNQ"" target=""_blank"" rel=""noopener nofollow noreferrer"">Where Do You Go? - INVENJO</A>&nbsp;</P><P><BR />Happy to be here and excited to discover your music too! <span class=""lia-unicode-emoji"" title="":musical_notes:"">🎶</span></P><P>&nbsp;</P><P>IG: invenjomusic</P><P>TikTok: @invenjo</P>",INVENJO,2026-06-16T16:34:42.802+02:00,https://community.spotify.com/t5/Discovery-Promo/Artists-Wanted-Edition-19-Share-music-discover-music-like-music/m-p/7472206#M4959,forum
7471537,Automatic mixing enabled for spotify playlists,"<P>I would like to be able to be able to MIX (meaning the mix feature for automatic/manual mixing) playlists created by Spotify for me. Like Daily mix 01/02..., Discover weekly, Your All-Time Top Songs, Best of 2025... I dont like gaps in listening and the inbuilt crossfade feature is fine, but I feel the MIX button does better job. But I do not have time to create and mix playlists for my 5day/week 8hr a day work listening, I like the playlists cresated by Spotify for me. Please add the MIX button to these playlists (as seen on pic 2 on my playlist). Thank you.<BR /><BR /></P><P><span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""Efoxxy_0-1781602886656.png"" style=""width: 400px;""><img src=""https://community.spotify.com/t5/image/serverpage/image-id/208901i3549CDF14626C140/image-size/medium?v=v2&amp;px=400"" role=""button"" title=""Efoxxy_0-1781602886656.png"" alt=""Efoxxy_0-1781602886656.png"" /></span></P><P><span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""Efoxxy_1-1781602902698.png"" style=""width: 400px;""><img src=""https://community.spotify.com/t5/image/serverpage/image-id/208902i5F0B8F38177FF87A/image-size/medium?v=v2&amp;px=400"" role=""button"" title=""Efoxxy_1-1781602902698.png"" alt=""Efoxxy_1-1781602902698.png"" /></span></P><P>&nbsp;</P>",E-foxxy,2026-06-16T11:42:05.219+02:00,https://community.spotify.com/t5/Live-Ideas/Automatic-mixing-enabled-for-spotify-playlists/idi-p/7471537,forum
7470381,"""Refresh"" button to instantly update Daylist and Daily Mixes","<P>I propose adding a ""Refresh"" or ""Regenerate"" button to personalized playlists like the Daylist and Daily Mixes. This button would allow users to instantly update the entire tracklist with new recommendations if the current selection doesn't match their mood or liking. Currently, if a Daylist or Daily Mix doesn't look appealing, i have to wait hours (for Daylists) or an entire day (for Daily Mixes) for a dynamic update.Additionally, these algorithmic playlists tend to loop and repeat the exact same songs frequently, instead of diving into Spotify's vast catalog. A manual refresh button would give users immediate control to break these repetition loops, discover new music actively, and enjoy a truly personalized, intentional listening experience without artificial waiting times.</P>",Blandem,2026-06-15T20:36:53.016+02:00,https://community.spotify.com/t5/Live-Ideas/quot-Refresh-quot-button-to-instantly-update-Daylist-and-Daily/idi-p/7470381,forum
